tweet_id,in_reply_to_status_id,in_reply_to_user_id,timestamp,source,expanded_urls,rating_numerator,rating_denominator,name,dog_stage,retweet_count,favorite_count,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog
890006608113172480,,,2017-07-26 00:31:25+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/890006608113172480/photo/1,https://twitter.com/dog_rates/status/890006608113172480/photo/1",13,10,Koda,,6112,26941,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,1,Samoyed,0.957979,True,Pomeranian,0.0138835,True,chow,0.00816748,True
889880896479866881,,,2017-07-25 16:11:53+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/889880896479866881/photo/1,13,10,Bruno,,4141,24483,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,1,French_bulldog,0.377417,True,Labrador_retriever,0.151317,True,muzzle,0.0829811,False
889665388333682689,,,2017-07-25 01:55:32+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/889665388333682689/photo/1,13,10,None,puppo,8303,41875,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,1,Pembroke,0.966327,True,Cardigan,0.0273557,True,basenji,0.00463323,True
889638837579907072,,,2017-07-25 00:10:02+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/889638837579907072/photo/1,https://twitter.com/dog_rates/status/889638837579907072/photo/1",12,10,Ted,,3700,23576,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1,French_bulldog,0.99165,True,boxer,0.00212864,True,Staffordshire_bullterrier,0.00149818,True
889531135344209921,,,2017-07-24 17:02:04+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/889531135344209921/photo/1,13,10,Stuart,puppo,1873,13312,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1,golden_retriever,0.953442,True,Labrador_retriever,0.0138341,True,redbone,0.00795775,True
889278841981685760,,,2017-07-24 00:19:32+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/889278841981685760/video/1,13,10,Oliver,,4419,22025,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1,whippet,0.626152,True,borzoi,0.194742,True,Saluki,0.0273507,True
888917238123831296,,,2017-07-23 00:22:39+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/888917238123831296/photo/1,12,10,Jim,,3742,25531,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1,golden_retriever,0.714719,True,Tibetan_mastiff,0.1201839999999999,True,Labrador_retriever,0.1055059999999999,True
888804989199671297,,,2017-07-22 16:56:37+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://twitter.com/dog_rates/status/888804989199671297/photo/1",13,10,Zeke,,3513,22388,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1,golden_retriever,0.46976,True,Labrador_retriever,0.184172,True,English_setter,0.0734817,True
888554962724278272,,,2017-07-22 00:23:06+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",13,10,Ralphus,,2863,17247,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3,Siberian_husky,0.700377,True,Eskimo_dog,0.166511,True,malamute,0.111411,True
888078434458587136,,,2017-07-20 16:49:33+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",12,10,Gerald,,2885,19095,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1,French_bulldog,0.995026,True,pug,0.000931908,True,bull_mastiff,0.000903211,True
887705289381826560,,,2017-07-19 16:06:48+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/887705289381826560/photo/1,13,10,Jeffrey,,4516,26525,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1,basset,0.821664,True,redbone,0.0875815,True,Weimaraner,0.0262364,True
887517139158093824,,,2017-07-19 03:39:09+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/887517139158093824/video/1,14,10,No name,,9810,40579,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,1,limousine,0.130432,False,tow_truck,0.0291754,False,shopping_cart,0.0263208,False
887473957103951883,,,2017-07-19 00:47:34+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",13,10,Canela,,14953,59976,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2,Pembroke,0.809197,True,Rhodesian_ridgeback,0.05495,True,beagle,0.0389148,True
887343217045368832,,,2017-07-18 16:08:03+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/887343217045368832/video/1,13,10,None,,8774,29483,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1,Mexican_hairless,0.330741,True,sea_lion,0.275645,False,Weimaraner,0.134203,True
887101392804085760,,,2017-07-18 00:07:08+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/887101392804085760/photo/1,12,10,None,,4969,26894,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1,Samoyed,0.733942,True,Eskimo_dog,0.0350295,True,Staffordshire_bullterrier,0.0297047,True
886983233522544640,,,2017-07-17 16:17:36+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1",13,10,Maya,,6287,30241,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2,Chihuahua,0.793469,True,toy_terrier,0.143528,True,can_opener,0.0322529,False
886736880519319552,,,2017-07-16 23:58:41+00:00,Twitter for iPhone,"https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",13,10,Mingus,,2616,10453,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,kuvasz,0.309706,True,Great_Pyrenees,0.186136,True,Dandie_Dinmont,0.0863463,True
886680336477933568,,,2017-07-16 20:14:00+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/886680336477933568/photo/1,13,10,Derek,,3720,19654,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1,convertible,0.738995,False,sports_car,0.139952,False,car_wheel,0.0441726999999999,False
886366144734445568,,,2017-07-15 23:25:31+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",12,10,Roscoe,pupper,2613,18484,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,French_bulldog,0.999201,True,Chihuahua,0.000361178,True,Boston_bull,7.55616e-05,True
886258384151887873,,,2017-07-15 16:17:19+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/886258384151887873/photo/1,13,10,Waffles,,5254,24440,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1,pug,0.943575,True,shower_cap,0.0252856,False,Siamese_cat,0.00284892,False
885984800019947520,,,2017-07-14 22:10:11+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/885984800019947520/photo/1,12,10,Jimbo,,5590,28495,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,Blenheim_spaniel,0.972494,True,Shih-Tzu,0.00663012,True,Bernese_mountain_dog,0.00623915,True
885528943205470208,,,2017-07-13 15:58:47+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/885528943205470208/photo/1,13,10,Maisey,,5306,31480,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,pug,0.369275,True,Labrador_retriever,0.265835,True,kuvasz,0.134697,True
885167619883638784,,,2017-07-12 16:03:00+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1",13,10,None,,3652,19182,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4,malamute,0.8124819999999999,True,Siberian_husky,0.0717125,True,Eskimo_dog,0.0557697,True
884925521741709313,,,2017-07-12 00:01:00+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/884925521741709313/photo/1,12,10,Earl,,14943,67010,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1,Italian_greyhound,0.259916,True,American_Staffordshire_terrier,0.198451,True,Staffordshire_bullterrier,0.127725,True
884876753390489601,,,2017-07-11 20:47:12+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",13,10,Lola,,4640,24298,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1,chow,0.822103,True,Norwich_terrier,0.106075,True,Norfolk_terrier,0.0373485,True
884562892145688576,,,2017-07-11 00:00:02+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/884562892145688576/photo/1,13,10,Kevin,,3896,21236,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,pug,0.5464060000000001,True,French_bulldog,0.404291,True,Brabancon_griffon,0.0440019,True
884441805382717440,,,2017-07-10 15:58:53+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/884441805382717440/photo/1,14,10,None,,4776,23777,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1,Pembroke,0.993225,True,Cardigan,0.00321648,True,Chihuahua,0.00208089,True
884162670584377345,,,2017-07-09 21:29:42+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/884162670584377345/photo/1,12,10,Yogi,doggo,2493,17885,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1,German_shepherd,0.707046,True,malinois,0.199396,True,Norwegian_elkhound,0.0491476,True
883838122936631299,,,2017-07-09 00:00:04+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/883838122936631299/photo/1,12,10,Noah,,2849,19089,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1,Doberman,0.610946,True,miniature_pinscher,0.299603,True,kelpie,0.0630203,True
883482846933004288,,,2017-07-08 00:28:19+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1",5,10,Bella,,8222,40042,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1,golden_retriever,0.943082,True,Labrador_retriever,0.032409,True,kuvasz,0.00550072,True
883360690899218434,,,2017-07-07 16:22:55+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/883360690899218434/photo/1,13,10,Grizzwald,floofer,3061,19873,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1,chow,0.987997,True,Tibetan_mastiff,0.00709872,True,Newfoundland,0.00214033,True
883117836046086144,,,2017-07-07 00:17:54+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/883117836046086144/photo/1,https://twitter.com/dog_rates/status/883117836046086144/photo/1",13,10,None,,5513,32385,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2,golden_retriever,0.949562,True,Labrador_retriever,0.0459479,True,kuvasz,0.00247094,True
882992080364220416,,,2017-07-06 15:58:11+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/882992080364220416/photo/1,https://twitter.com/dog_rates/status/882992080364220416/photo/1",13,10,Rusty,,3229,20912,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1,Eskimo_dog,0.4667779999999999,True,Siberian_husky,0.406044,True,dingo,0.0734143999999999,False
882762694511734784,,,2017-07-06 00:46:41+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/882762694511734784/photo/1,12,10,Gus,pupper,4077,24691,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1,Labrador_retriever,0.85005,True,Chesapeake_Bay_retriever,0.074257,True,flat-coated_retriever,0.0155793999999999,True
882627270321602560,,,2017-07-05 15:48:34+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/882627270321602560/photo/1,13,10,Stanley,,5042,24527,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1,Pembroke,0.542982,True,Chihuahua,0.251988,True,Cardigan,0.107699,True
882268110199369728,,,2017-07-04 16:01:23+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1",13,10,Alfy,,9583,39031,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1,golden_retriever,0.762211,True,Labrador_retriever,0.0989848999999999,True,cocker_spaniel,0.0171995,True
882045870035918850,,,2017-07-04 01:18:17+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1",13,10,Koko,,4066,25624,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1,web_site,0.949591,False,dhole,0.0173258,False,golden_retriever,0.00694063,True
881906580714921986,,,2017-07-03 16:04:48+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/881906580714921986/photo/1,12,10,Rey,,2839,21373,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1,Weimaraner,0.291539,True,Chesapeake_Bay_retriever,0.278966,True,koala,0.127017,False
881666595344535552,,,2017-07-03 00:11:11+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/881666595344535552/photo/1,13,10,Gary,,8912,44381,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1,Saluki,0.529012,True,Afghan_hound,0.250003,True,golden_retriever,0.160739,True
881536004380872706,,,2017-07-02 15:32:16+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/881536004380872706/video/1,14,10,No name,pupper,13348,43277,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,1,Samoyed,0.281463,True,Angora,0.272066,False,Persian_cat,0.114854,False
881268444196462592,,,2017-07-01 21:49:04+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/881268444196462592/photo/1,12,10,Elliot,,4481,20426,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,1,tusker,0.473303,False,Indian_elephant,0.245646,False,ibex,0.0556607,False
880935762899988482,,,2017-06-30 23:47:07+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/880935762899988482/photo/1,13,10,Louis,,2325,14997,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,1,street_sign,0.251801,False,umbrella,0.115123,False,traffic_light,0.0695338,False
880872448815771648,,,2017-06-30 19:35:32+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/880872448815771648/photo/1,12,10,None,,3191,18655,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1,Pembroke,0.791416,True,Norwich_terrier,0.0613929,True,Chihuahua,0.0337257,True
880465832366813184,,,2017-06-29 16:39:47+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1",12,10,Bella,,5192,24924,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1,golden_retriever,0.913255,True,Labrador_retriever,0.0263286,True,cocker_spaniel,0.00937082,True
880221127280381952,,,2017-06-29 00:27:25+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/880221127280381952/photo/1,https://twitter.com/dog_rates/status/880221127280381952/photo/1",12,10,Jesse,,3448,23573,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1,Chihuahua,0.238525,True,meerkat,0.104256,False,clumber,0.0525802999999999,True
880095782870896641,,,2017-06-28 16:09:20+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/880095782870896641/photo/1,11,10,None,,3634,24234,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1,miniature_pinscher,0.120298,True,Rhodesian_ridgeback,0.106395,True,beagle,0.106073,True
879862464715927552,,,2017-06-28 00:42:13+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1",13,10,Romeo,,2913,19635,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3,basset,0.813507,True,beagle,0.146654,True,cocker_spaniel,0.00948502,True
879492040517615616,,,2017-06-27 00:10:17+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/879492040517615616/photo/1,12,10,Bailey,,2619,20642,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1,German_short-haired_pointer,0.479896,True,vizsla,0.1243529999999999,True,bath_towel,0.0733202,False
879415818425184262,,,2017-06-26 19:07:24+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/879415818425184262/video/1,13,10,Duddles,,37263,92491,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1,English_springer,0.383404,True,Boston_bull,0.134967,True,Cardigan,0.110481,True
879376492567855104,,,2017-06-26 16:31:08+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/879376492567855104/photo/1,12,10,Jack,,2634,14807,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,1,tricycle,0.663601,False,Labrador_retriever,0.0334961,True,Pembroke,0.0188266,True
879050749262655488,,,2017-06-25 18:56:45+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/879050749262655488/photo/1,11,10,Steven,,3935,19738,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,1,tabby,0.311861,False,window_screen,0.169123,False,Egyptian_cat,0.132932,False
879008229531029506,,,2017-06-25 16:07:47+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/879008229531029506/photo/1,13,10,Beau,,2230,16722,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,1,vizsla,0.960513,True,miniature_pinscher,0.00943065,True,American_Staffordshire_terrier,0.0087113,True
878776093423087618,,,2017-06-25 00:45:22+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/878776093423087618/photo/1,https://twitter.com/dog_rates/status/878776093423087618/photo/1",13,10,Snoopy,puppo,3418,17081,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2,Italian_greyhound,0.734684,True,whippet,0.1504869999999999,True,Ibizan_hound,0.0397246,True
878281511006478336,,,2017-06-23 16:00:04+00:00,Twitter for iPhone,"https://www.gofundme.com/3yd6y1c,https://twitter.com/dog_rates/status/878281511006478336/photo/1",13,10,Shadow,,1070,6753,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1,basset,0.32042,True,collie,0.215975,True,Appenzeller,0.1285069999999999,True
878057613040115712,,,2017-06-23 01:10:23+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/878057613040115712/photo/1,https://twitter.com/dog_rates/status/878057613040115712/photo/1",14,10,Emmy,,5710,37016,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1,French_bulldog,0.839097,True,Boston_bull,0.0787993999999999,True,toy_terrier,0.0152433999999999,True
877736472329191424,,,2017-06-22 03:54:17+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/877736472329191424/photo/1,https://twitter.com/dog_rates/status/877736472329191424/photo/1",13,10,Aja,,15734,69026,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2,Chesapeake_Bay_retriever,0.8379559999999999,True,Labrador_retriever,0.0620342,True,Weimaraner,0.0405991,True
877556246731214848,,,2017-06-21 15:58:08+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/877556246731214848/photo/1,12,10,Penny,,3152,19835,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,1,basset,0.995368,True,Welsh_springer_spaniel,0.00193621,True,bathtub,0.000467919,False
877316821321428993,,,2017-06-21 00:06:44+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/877316821321428993/photo/1,https://twitter.com/dog_rates/status/877316821321428993/photo/1",13,10,Dante,,4321,24068,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,1,Saluki,0.5099670000000001,True,Italian_greyhound,0.0904973,True,golden_retriever,0.0794058,True
877201837425926144,,,2017-06-20 16:29:50+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/877201837425926144/photo/1,https://twitter.com/dog_rates/status/877201837425926144/photo/1",12,10,Nelly,,4602,23790,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,1,Pembroke,0.93112,True,Cardigan,0.0686982,True,basenji,8.17379e-05,True
876838120628539392,,,2017-06-19 16:24:33+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/876838120628539392/photo/1,https://twitter.com/dog_rates/status/876838120628539392/photo/1",12,10,Ginger,pupper,2795,18163,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,1,bloodhound,0.575751,True,redbone,0.24097,True,Tibetan_mastiff,0.0889348,True
876484053909872640,,,2017-06-18 16:57:37+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/876484053909872640/photo/1,13,10,Benedict,,1989,16509,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,1,golden_retriever,0.874566,True,Irish_terrier,0.0373542,True,chow,0.0167235999999999,True
876120275196170240,,,2017-06-17 16:52:05+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/876120275196170240/photo/1,13,10,Venti,,3890,24607,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,1,Bernese_mountain_dog,0.534327,True,Saint_Bernard,0.346312,True,Greater_Swiss_Mountain_dog,0.0949327,True
875747767867523072,,,2017-06-16 16:11:53+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/875747767867523072/photo/1,13,10,Goose,,3567,22031,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,1,Labrador_retriever,0.799551,True,Chesapeake_Bay_retriever,0.179975,True,vizsla,0.0046176,True
875144289856114688,,,2017-06-15 00:13:52+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/875144289856114688/video/1,13,10,Nugget,,4132,19364,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,1,Siberian_husky,0.245048,True,Pembroke,0.223716,True,dingo,0.160753,False
875021211251597312,,,2017-06-14 16:04:48+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/875021211251597312/photo/1,https://twitter.com/dog_rates/status/875021211251597312/photo/1",12,10,None,,3954,22489,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,2,West_Highland_white_terrier,0.7143189999999999,True,Siberian_husky,0.0919133,True,Great_Pyrenees,0.0460381999999999,True
874680097055178752,,,2017-06-13 17:29:20+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/874680097055178752/photo/1,12,10,Cash,,3906,24519,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,1,Labrador_retriever,0.836052,True,Staffordshire_bullterrier,0.0470690999999999,True,beagle,0.0360071,True
874296783580663808,,,2017-06-12 16:06:11+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/874296783580663808/photo/1,13,10,Jed,pupper,3470,22879,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,1,cocker_spaniel,0.437216,True,miniature_poodle,0.2771909999999999,True,toy_poodle,0.157402,True
